Node,Rank
Sarcocapnos saetabensis,species
Sarcocapnos speciosa,species
Sarcocapnos pulcherrima,species
Sarcocapnos crassifolia,species
Sarcocapnos crassifolia subsp. crassifolia,subspecies
Hypecoum,genus
Hypecoum imberbe,species
Hypecoum pendulum,species
Hypecoum leptocarpum,species
Hypecoum procumbens,species
Hypecoum alpinum,species
Hypecoum erectum,species
Hypecoum littorale,species
Hypecoum ferrugineomaculatum,species
Hypecoum parviflorum,species
Hypecoum zhukanum,species
Pteridophyllum,genus
Pteridophyllum racemosum,species
Lamprocapnos,genus
Lamprocapnos spectabilis,species
Ehrendorferia,genus
Ehrendorferia chrysantha,species
Ehrendorferia ochroleuca,species
Adlumia,genus
Adlumia fungosa,species
Adlumia asiatica,species
Cysticapnos,genus
Cysticapnos vesicaria,species
Cysticapnos pruinosa,species
Cysticapnos cracca,species
unclassified Cysticapnos,no rank
Cysticapnos sp. Goldblatt 12396,species
Ichtyoselmis,genus
Ichtyoselmis macrantha,species
Pseudofumaria,genus
Pseudofumaria lutea,species
Pseudofumaria alba,species
Pseudofumaria alba subsp. acaulis,subspecies
Rupicapnos,genus
Rupicapnos numidica,species
Rupicapnos africana,species
Rupicapnos longipes,species
Capnoides,genus
Capnoides sempervirens,species
Fumaria,genus
Fumaria officinalis,species
Fumaria officinalis subsp. officinalis,subspecies
Fumaria officinalis subsp. cilicica,subspecies
Fumaria vaillantii,species
Fumaria capreolata,species
Fumaria muralis,species
Fumaria densiflora,species
Fumaria kralikii,species
Fumaria mairei,species
Fumaria normanii,species
Fumaria agraria,species
Fumaria bastardii,species
Fumaria purpurea,species
Fumaria asepala,species
Fumaria atlantica,species
Fumaria ballii,species
Fumaria barnolae,species
Fumaria berberica,species
Fumaria bicolor,species
Fumaria bracteosa,species
Fumaria capitata,species
Fumaria faurei,species
Fumaria flabellata,species
Fumaria gaillardotii,species
Fumaria indica,species
Fumaria judaica,species
Fumaria macrocarpa,species
Fumaria macrosepala,species
Fumaria mirabilis,species
Fumaria montana,species
Fumaria munbyi,species
Fumaria occidentalis,species
Fumaria ouezzanensis,species
Fumaria parviflora,species
Fumaria petteri,species
Fumaria pugsleyana,species
Fumaria rostellata,species
Fumaria rupestris,species
Fumaria segetalis,species
Fumaria sepium,species
Fumaria schleicheri,species
Fumaria abyssinica,species
Fumaria martinii,species
unclassified Fumaria,no rank
Fumaria sp. EDNA20-0060144,species
Fumaria microstachys,species
Platycapnos,genus
Platycapnos spicata,species
Platycapnos tenuiloba,species
Platycapnos saxicola,species
Trigonocapnos,genus
Trigonocapnos lichtensteinii,species
Cryptocapnos,genus
Cryptocapnos chasmophyticus,species
Ceratocapnos,genus
Ceratocapnos heterocarpa,species
Ceratocapnos claviculata,species
Discocapnos,genus
Discocapnos mundtii,species
Fumariola,genus
Fumariola turkestanica,species
Dactylicapnos,genus
Dactylicapnos macrocapnos,species
Dactylicapnos lichiangensis,species
Dactylicapnos torulosa,species
Dactylicapnos scandens,species
Dactylicapnos grandifoliolata,species
Eschscholzioideae,subfamily
Eschscholzia,genus
Eschscholzia californica,species
Eschscholzia californica subsp. californica,subspecies
Eschscholzia californica subsp. mexicana,subspecies
Eschscholzia caespitosa,species
Eschscholzia elegans,species
Eschscholzia glyptosperma,species
Eschscholzia hypecoides,species
Eschscholzia lemmonii,species
Eschscholzia lemmonii subsp. kernensis,subspecies
Eschscholzia lemmonii subsp. lemmonii,subspecies
Eschscholzia lobbii,species
Eschscholzia minutiflora,species
Eschscholzia minutiflora subsp. covillei,subspecies
Eschscholzia minutiflora subsp. minutiflora,subspecies
Eschscholzia minutiflora subsp. twisselmannii,subspecies
Eschscholzia palmeri,species
Eschscholzia parishii,species
Eschscholzia ramosa,species
Eschscholzia rhombipetala,species
unclassified Eschscholzia,no rank
Eschscholzia sp. Y SMS-2012,species
Eschscholzia sp. Z SMS-2012,species
Papaveroideae,subfamily
Papaver,genus
Papaver somniferum,species
Papaver somniferum subsp. setigerum,subspecies
Papaver somniferum subsp. somniferum,subspecies
Papaver orientale,species
Papaver rhoeas,species
Papaver rhoeas subsp. rhoeas,subspecies
Papaver heterophyllum,species
Papaver californicum,species
Papaver nudicaule,species
Papaver nudicaule var. aquilegioides,varietas
Papaver alpinum,species
Papaver alpinum subsp. alpinum,subspecies
Papaver kerneri,species
Papaver lapeyrousianum,species
Papaver rhaeticum,species
Papaver tatricum,species
Papaver bracteatum,species
Papaver pseudo-orientale,species
Papaver spicatum,species
Papaver aculeatum,species
Papaver apulum,species
Papaver argemone,species
Papaver armeniacum,species
Papaver atlanticum,species
Papaver commutatum,species
Papaver dubium,species
Papaver glaucum,species
Papaver hybridum,species
Papaver macrostomum,species
Papaver pavoninum,species
Papaver pilosum,species
Papaver radicatum,species
Papaver radicatum subsp. dahlianum,subspecies
Papaver radicatum subsp. laestadianum,subspecies
Papaver radicatum subsp. macrostigmum,subspecies
Papaver radicatum var. pseudoradicatum,varietas
Papaver radicatum subsp. gjaerevollii,subspecies
Papaver radicatum subsp. ovatilobum,subspecies
Papaver radicatum subsp. oeksendalense,subspecies
Papaver rupifragum,species
Papaver macounii,species
Papaver triniifolium,species
Papaver fauriei,species
Papaver alboroseum,species
Papaver angustifolium,species
Papaver anjuicum,species
Papaver atrovirens,species
Papaver detritophilum,species
Papaver gorodkovii,species
Papaver lapponicum,species
Papaver lapponicum subsp. occidentale,subspecies
Papaver mcconnellii,species
Papaver microcarpum,species
Papaver multiradiatum,species
Papaver nivale,species
Papaver paucistaminum,species
Papaver pulvinatum,species
Papaver schamurinii,species
Papaver uschakovii,species
Papaver walpolei,species
Papaver lateritium,species
Papaver cornwallisense,species
Papaver hultenii,species
Papaver hultenii var. salmonicolor,varietas
Papaver cf. lapponicum Edlund 12806,species
Papaver canescens,species
Papaver lecoqii,species
Papaver keelei,species
Papaver alaskanum,species
Papaver kluanense,species
Papaver labradoricum,species
Papaver pygmaeum,species
Papaver coreanum,species
unclassified Papaver,no rank
Papaver sp. Yuan 2000611,species
Papaver sp. Goldblatt 12541,species
Papaver sp. MY-2009,species
Papaver sp. WX-2012,species
Papaver sp. Xiao 090527-1,species
Papaver sp. Gillespie et al. 8481b,species
Papaver sp. Gillespie et al. 8482,species
Papaver sp. KS-2019,species
Papaver sp. EDNA20-0060145,species
Papaver sendtneri,species
Papaver popovii,species
Sanguinaria,genus
Sanguinaria canadensis,species
Argemone,genus
Argemone mexicana,species
Argemone mexicana subsp. mexicana,subspecies
Argemone albiflora,species
Argemone arida,species
Argemone arizonica,species
Argemone aurantiaca,species
Argemone corymbosa,species
Argemone corymbosa subsp. arenicola,subspecies
Argemone corymbosa subsp. corymbosa,subspecies
Argemone echinata,species
Argemone fruticosa,species
Argemone glauca,species
Argemone grandiflora,species
Argemone hispida,species
Argemone hunnemannii,species
Argemone munita,species
Argemone munita subsp. argentea,subspecies
Argemone munita subsp. robusta,subspecies
Argemone munita subsp. rotundata,subspecies
Argemone gracilenta,species
Argemone platyceras,species
Argemone pleiacantha,species
Argemone pleiacantha subsp. ambigua,subspecies
Argemone pleiacantha subsp. pinnatisecta,subspecies
Argemone pleiacantha subsp. pleiacantha,subspecies
Argemone rosea,species
Argemone squarrosa,species
Argemone squarrosa subsp. glabrata,subspecies
Argemone subfusiformis,species
Argemone subfusiformis subsp. subinermis,subspecies
Argemone subintegrifolia,species
Argemone superba,species
Argemone turnerae,species
Argemone turnerae subsp. turnerae,subspecies
Argemone ownbeyana,species
Argemone ochroleuca,species
Dendromecon,genus
Dendromecon rigida,species
Dendromecon harfordii,species
Dicranostigma,genus
Dicranostigma leptopodum,species
Dicranostigma lactucoides,species
Glaucium,genus
Glaucium flavum,species
Glaucium fimbrilligerum,species
Glaucium squamigerum,species
Glaucium corniculatum,species
Glaucium arabicum,species
Glaucium leiocarpum,species
Hunnemannia,genus
Hunnemannia fumariifolia,species
Hunnemannia hintoniorum,species
Macleaya,genus
Macleaya cordata,species
Macleaya microcarpa,species
unclassified Macleaya,no rank
Macleaya sp. FA5,species
Macleaya sp. FA4,species
Macleaya sp. FA3,species
Macleaya sp. FA2,species
Macleaya sp. FA1,species
Macleaya sp. FB5,species
Macleaya sp. FB4,species
Macleaya sp. FB3,species
Macleaya sp. FB2,species
Macleaya sp. FB1,species
Platystemon,genus
Platystemon californicus,species
Romneya,genus
Romneya coulteri,species
Romneya trichocalyx,species
Stylophorum,genus
Stylophorum diphyllum,species
Stylophorum lasiocarpum,species
Chelidonium,genus
Chelidonium majus,species
Chelidonium majus subsp. asiaticum,subspecies
Chelidonium majus subsp. majus,subspecies
Bocconia,genus
Bocconia frutescens,species
Bocconia integrifolia,species
Bocconia arborea,species
Bocconia glaucifolia,species
Bocconia latisepala,species
Bocconia pearcei,species
Eomecon,genus
Eomecon chionantha,species
Hylomecon,genus
Hylomecon japonica,species
Hylomecon vernalis,species
Hylomecon hylomeconoides,species
Roemeria,genus
Roemeria refracta,species
Roemeria hybrida,species
Stylomecon,genus
Meconopsis,genus
Meconopsis delavayi,species
Meconopsis aculeata,species
Meconopsis bella,species
Meconopsis betonicifolia,species
Meconopsis cambrica,species
Meconopsis dhwojii,species
Meconopsis discigera,species
Meconopsis forrestii,species
Meconopsis gracilipes,species
Meconopsis grandis,species
Meconopsis henrici,species
Meconopsis horridula,species
Meconopsis impedita,species
Meconopsis integrifolia,species
Meconopsis lancifolia,species
Meconopsis latifolia,species
Meconopsis lyrata,species
Meconopsis napaulensis,species
Meconopsis paniculata,species
Meconopsis primulina,species
Meconopsis punicea,species
Meconopsis quintuplinervia,species
Meconopsis racemosa,species
Meconopsis racemosa var. racemosa,varietas
Meconopsis regia,species
Meconopsis simplicifolia,species
Meconopsis sinuata,species
Meconopsis smithiana,species
Meconopsis speciosa,species
Meconopsis superba,species
Meconopsis taylorii,species
Meconopsis torquata,species
Meconopsis wumungensis,species
Meconopsis x cookei,species
Meconopsis x sheldonii,species
Meconopsis autumnalis,species
Meconopsis chankheliensis,species
Meconopsis concinna,species
Meconopsis georgei,species
Meconopsis wallichii,species
Meconopsis wilsonii,species
Meconopsis zangnanensis,species
Meconopsis argemonantha,species
Meconopsis ganeshensis,species
Meconopsis pseudovenusta,species
Meconopsis florindae,species
Meconopsis staintonii,species
Meconopsis pseudohorridula,species
Meconopsis robusta,species
Meconopsis barbiseta,species
Meconopsis pinnatifolia,species
Meconopsis rudis,species
Meconopsis sinomaculata,species
Meconopsis venusta,species
Meconopsis pseudointegrifolia,species
Meconopsis castanea,species
unclassified Meconopsis,no rank
Meconopsis sp. Xiao 090705-1,species
Meconopsis sp. 1 YCL-2014,species
Meconopsis sp. 2 YCL-2014,species
Canbya,genus
Canbya aurea,species
Canbya candida,species
Arctomecon,genus
Arctomecon humilis,species
Arctomecon merriamii,species
Platystigma,genus
Platystigma lineare,species
Oceanopapaver,genus
Oceanopapaver neocaledonicum,species
Cathcartia,genus
Cathcartia chelidoniifolia,species
Cathcartia villosa,species
Cathcartia oliveriana,species
Coreanomecon,genus
Coreanomecon hylomeconoides,species
Meconella,genus
Meconella californica,species
Meconella oregana,species
environmental samples,no rank
Chelidonium environmental sample,species
unclassified Papaveraceae,no rank
Papaveraceae sp. YX-2018,species
Papaveraceae sp. YX-2019,species
Eupteleaceae,family
Euptelea,genus
Euptelea polyandra,species
Euptelea pleiosperma,species
unclassified Euptelea,no rank
Euptelea sp. Mathews SM01-41,species
Lardizabalaceae,family
Sargentodoxoideae,subfamily
Sargentodoxa,genus
Sargentodoxa cuneata,species
Sargentodoxa simplicifolia,species
Lardizabaloideae,subfamily
Decaisneeae,tribe
Decaisnea,genus
Decaisnea fargesii,species
Decaisnea insignis,species
Sinofranchetieae,tribe
Sinofranchetia,genus
Sinofranchetia chinensis,species
Lardizabaleae,tribe
Akebia,genus
Akebia quinata,species
Akebia trifoliata,species
Akebia trifoliata subsp. australis,subspecies
Akebia trifoliata subsp. trifoliata,subspecies
Akebia longeracemosa,species
Akebia x pentaphylla,species
unclassified Akebia,no rank
Akebia sp. US:3598928,species
Akebia sp.,species
Boquila,genus
Boquila trifoliolata,species
Holboellia,genus
Holboellia latifolia,species
Holboellia latifolia subsp. latifolia,subspecies
Holboellia angustifolia,species
Holboellia angustifolia subsp. angustifolia,subspecies
Holboellia grandiflora,species
Holboellia parviflora,species
Holboellia coriacea,species
unclassified Holboellia,no rank
Holboellia sp. Wang Wei 71,species
Holboellia fargesii,species
Holboellia brachyandra,species
Lardizabala,genus
Lardizabala biternata,species
Lardizabala funaria,species
Stauntonia,genus
Stauntonia hexaphylla,species
Stauntonia brunoniana,species
Stauntonia elliptica,species
Stauntonia cavalerieana,species
Stauntonia chinensis,species
Stauntonia duclouxii,species
Stauntonia obovatifoliola,species
Stauntonia obovatifoliola subsp. urophylla,subspecies
Stauntonia cf. brunoniana MR-2013,species
unclassified Stauntonia,no rank
Stauntonia sp. MR-2013,species
Stauntonia obovata,species
Stauntonia purpurea,species
Stauntonia conspicua,species
Archakebia,genus
Archakebia apetala,species
Parvatia,genus
unclassified Lardizabalaceae,no rank
Lardizabalaceae sp. CX-2015,species
Circaeasteraceae,family
Circaeaster,genus
Circaeaster agrestis,species
Kingdonia,genus
Kingdonia uniflora,species
Berberidaceae,family
Nandinoideae,subfamily
Leonticeae,tribe
Caulophyllum,genus
Caulophyllum thalictroides,species
Caulophyllum robustum,species
Caulophyllum giganteum,species
Gymnospermium,genus
Gymnospermium microrrhynchum,species
Gymnospermium kiangnanense,species
Gymnospermium odessanum,species
Gymnospermium altaicum,species
Gymnospermium maloi,species
Gymnospermium peloponnesiacum,species
Gymnospermium scipetarum,species
Gymnospermium smirnowii,species
Gymnospermium albertii,species
Gymnospermium darwasicum,species
unclassified Gymnospermium,no rank
Gymnospermium sp. AC-2016,species
Gymnospermium vitellinum,species
Leontice,genus
Leontice leontopetalum,species
Leontice leontopetalum subsp. ewersmannii,subspecies
Leontice incerta,species
Leontice armeniaca,species
Nandineae,tribe
Nandina,genus
Nandina domestica,species
Nandina domestica var. leucocarpa,varietas
Berberidoideae,subfamily
Berberideae,tribe
Berberis,genus
Berberis bealei,species
Berberis stolonifera,species
Berberis dictyophylla,species
Berberis japonica,species
Berberis thunbergii,species
Berberis thunbergii var. atropurpurea,varietas
Berberis silva-taroucana,species
Berberis bidentata,species
Berberis buxifolia,species
Berberis cabrerae,species
Berberis comberi,species
Berberis darwinii,species
Berberis empetrifolia,species
Berberis grevilleana,species
Berberis heterophylla,species
Berberis ilicifolia,species
Berberis linearifolia,species
Berberis microphylla,species
Berberis parodii,species
Berberis serratodentata,species
Berberis aquifolium,species
Berberis koreana,species
Berberis gilgiana,species
Berberis amurensis,species
Berberis amurensis var. amurensis,varietas
Berberis amurensis var. latifolia,varietas
Berberis amurensis var. quelpaertensis,varietas
Berberis amurensis var. japonica,varietas
Berberis amurensis var. brevifolia,varietas
Berberis bergmanniae,species
Berberis bodinieri,species
Berberis brachypoda,species
Berberis canadensis,species
Berberis candidula,species
Berberis chilensis,species
Berberis chilensis var. chilensis,varietas
Berberis circumserrata,species
Berberis cooperi,species
Berberis coriaria,species
Berberis coxii,species
Berberis dielsiana,species
Berberis dumicola,species
Berberis edgeworthiana,species
Berberis ehrenbergii,species
Berberis eurybracteata,species
Berberis fendleri,species
Berberis flavida,species
Berberis fortunei,species
Berberis gagnepainii,species
Berberis gracilipes,species
Berberis gracilis,species
Berberis harrisoniana,species
Berberis hemsleyi,species
Berberis holstii,species
Berberis hookeri,species
Berberis hookeri var. viridis,varietas
Berberis horrida,species
Berberis insignis,species
Berberis jamesonii,species
Berberis julianae,species
Berberis kawakamii,species
Berberis lanceolata,species
Berberis lecomtei,species
Berberis lomariifolia,species
Berberis longibracteata,species
Berberis lutea,species
Berberis manipurana,species
Berberis morrisonensis,species
Berberis napaulensis,species
Berberis nervosa,species
Berberis pallida,species
Berberis paxii,species
Berberis pinnata,species
Berberis piperiana,species
Berberis polyodonta,species
Berberis pruinosa,species
Berberis sanguinea,species
Berberis sargentiana,species
Berberis schiedeana,species
Berberis sieboldii,species
Berberis soulieana,species
Berberis tischleri,species
Berberis trigona,species
Berberis valdiviana,species
Berberis veitchiorum,species
Berberis vernae,species
Berberis verruculosa,species
Berberis vulgaris,species
Berberis vulgaris subsp. australis,subspecies
Berberis wallichiana,species
Berberis wilsoniae,species
Berberis zabeliana,species
Berberis rotundifolia,species
Berberis corymbosa,species
Berberis chitria,species
Berberis croatica,species
Berberis aetnensis,species
Berberis repens,species
Berberis aristata,species
Berberis asiatica,species
Berberis lycium,species
Berberis angulosa,species
Berberis angulosa var. angulosa,varietas
Berberis angulosa var. fasciculata,varietas
Berberis glaucocarpa,species
Berberis griffithiana,species
Berberis hainesii,species
Berberis jaeschkeana,species
Berberis macrosepala,species
Berberis pachyacantha,species
Berberis replicata,species
Berberis tinctoria,species
Berberis umbellata,species
Berberis wightiana,species
Berberis poiretii,species
Berberis tsienii,species
Berberis weiningensis,species
Berberis integerrima,species
Berberis integerrima x Berberis vulgaris,species
Berberis ravenii,species
Berberis schaaliae,species
Berberis alpicola,species
Berberis aristatoserrulata,species
Berberis atrocarpa,species
Berberis barandana,species
Berberis cavaleriei,species
Berberis chingii,species
Berberis chingshuiensis,species
Berberis deinacantha,species
Berberis ferdinandi-coburgii,species
Berberis grodtmanniana,species
Berberis hayatana,species
Berberis impedita,species
Berberis insolita,species
Berberis levis,species
Berberis nantoensis,species
Berberis phanera,species
Berberis photiniifolia,species
Berberis praecipua,species
Berberis simulans,species
Berberis subacuminata,species
Berberis tarokoensis,species
Berberis xanthoclada,species
Berberis actinacantha,species
Berberis concinna,species
Berberis concinna var. concinna,varietas
Berberis concinna var. extensiflora,varietas
Berberis congestiflora,species
Berberis cretica,species
Berberis duclouxiana,species
Berberis everestiana,species
Berberis everestiana var. everestiana,varietas
Berberis everestiana var. ventosa,varietas
Berberis garciae,species
Berberis gyalaica,species
Berberis heteropoda,species
Berberis hieronymi,species
Berberis karkaralensis,species
Berberis koehneana,species
Berberis kumaonensis,species
Berberis maderensis,species
Berberis minutiflora,species
Berberis montana,species
Berberis mucrifolia,species
Berberis negeriana,species
Berberis orthobotrys,species
Berberis orthobotrys var. orthobotrys,varietas
Berberis orthobotrys var. rubicunda,varietas
Berberis pendryi,species
Berberis petiolaris,species
Berberis prattii,species
Berberis sibirica,species
Berberis subsessiliflora,species
Berberis thomsoniana,species
Berberis tsarongensis,species
Berberis tschonoskyana,species
Berberis nummularia,species
Berberis alpina,species
Berberis moranensis,species
Berberis trifolia,species
Berberis mingetsensis,species
Berberis pengii,species
Berberis brevisepala,species
Berberis oiwakensis,species
Berberis diaphana,species
Berberis x ottawensis,species
Berberis decipiens,species
Berberis dasystachya,species
Berberis kaschgarica,species
Berberis nigricans,species
Berberis ovalifolia,species
Berberis rigida,species
Berberis wuyiensis,species
Berberis calamicaulis,species
Berberis chochoco,species
Berberis henryi,species
Berberis dictyota,species
Berberis hartwegii,species
Berberis leveilleana,species
Berberis nitens,species
Berberis philippinensis,species
Berberis pumila,species
Berberis siamensis,species
Berberis tikushiensis,species
Berberis volcania,species
Berberis ganpinensis,species
Berberis subimbricata,species
Berberis fordii,species
Berberis hemsleyana,species
unclassified Berberis,no rank
Berberis sp. 3 ARB-2011,species
Berberis sp. BZ_003,species
Berberis sp. BOP010067,species
Berberis sp. BOP010070,species
Berberis sp. BOP010073,species
Berberis sp. BOP010076,species
Berberis sp. BOP010077,species
Berberis sp. BOP010079,species
Berberis sp. BOP010080,species
Berberis sp. BOP010081,species
Berberis sp. BOP010083,species
Berberis sp. BOP010084,species
Berberis sp. Kh116,species
Berberis sp. Kh44,species
Berberis sp. Fairey,species
Berberis sp. T69 M-16s-122696,species
Berberis sp. PPN-2019,species
Berberis sp. CCY-2019a,species
Berberis sp. CCY-2019b,species
Berberis sp. CCY-2019c,species
Berberis sp. CCY-2019d,species
Berberis sp. MR-2019,species
Berberis sp. CZ-2020,species
Berberis feddeana,species
Berberis fallax,species
Berberis papillifera,species
Berberis aggregata,species
Berberis dubia,species
Berberis kansuensis,species
Berberis laurina,species
Berberis morii,species
Berberis yiliangensis,species
Berberis aemulans,species
Berberis aethnensis,species
Berberis agapatensis,species
Berberis amabilis,species
Berberis ambrozyana,species
Berberis amoena,species
Berberis anhweiensis,species
Berberis batangensis,species
Berberis brevipaniculata,species
Berberis calliobotrys,species
Berberis capillaris,species
Berberis carolii,species
Berberis chinensis,species
Berberis commutata,species
Berberis crataegina,species
Berberis dasyclada,species
Berberis davidii,species
Berberis delavayi,species
Berberis erythroclada,species
Berberis forrestii,species
Berberis francisci-ferdinandii,species
Berberis gilungensis,species
Berberis glauca,species
Berberis glomerata,species
Berberis grandiflora,species
Berberis hamiltoniana,species
Berberis henryana,species
Berberis holocraspedon,species
Berberis hypericifolia,species
Berberis hypokerina,species
Berberis jamesiana,species
Berberis jiulongensis,species
Berberis jobii,species
Berberis johannis,species
Berberis kangdingensis,species
Berberis lempergiana,species
Berberis libanotica,species
Berberis lijiangensis,species
Berberis litoralis,species
Berberis mekongensis,species
Berberis microtricha,species
Berberis mouillacana,species
Berberis multiflora,species
Berberis multiserrata,species
Berberis oblonga,species
Berberis obovatifolia,species
Berberis orientalis,species
Berberis paniculata,species
Berberis parkeriana,species
Berberis petrogena,species
Berberis platyphylla,species
Berberis polyantha,species
Berberis pseudotibetica,species
Berberis purdomii,species
Berberis qiaojiaensis,species
Berberis quelpaertensis,species
Berberis ruscifolia,species
Berberis salicaria,species
Berberis sherriffii,species
Berberis taliensis,species
Berberis temolaica,species
Berberis tianshuiensis,species
Berberis triacanthophora,species
Berberis tsarica,species
Berberis ulicina,species
Berberis umbratica,species
Berberis usteriana,species
Berberis veitchii,species
Berberis virescens,species
Berberis virgetorum,species
Berberis wardii,species
Berberis xanthoxylon,species
Berberis yui,species
Berberis yunnanensis,species
Berberis tenuipedicellata,species
Berberis hypoxantha,species
Berberis burruyacuensis,species
Berberis mikuna,species
Berberis shensiana,species
Berberis klossii,species
Berberis pseudumbellata,species
Berberis iliensis,species
Berberis saxicola,species
Berberis sp.RS918A,species
Mahonia,genus
Mahonia microphylla,species
Mahonia jingxiensis,species
Mahonia acanthifolia,species
Mahonia cardiophylla,species
Mahonia dolichostylis,species
Mahonia fargesii,species
Mahonia ilicina,species
Mahonia retinervis,species
Mahonia taronensis,species
Mahonia shenii,species
Mahonia breviracema,species
Mahonia hancockiana,species
unclassified Mahonia,no rank
Mahonia sp. Gostel 510,species
Mahonia bodinieri,species
Alloberberis,genus
Alloberberis trifoliolata,species
Alloberberis higginsiae,species
Alloberberis eutriphylla,species
Alloberberis fremontii,species
Alloberberis haematocarpa,species
Alloberberis nevinii,species
Alloberberis swaseyi,species
Moranothamnus,genus
Moranothamnus claireae,species
Ranzanieae,tribe
Ranzania,genus
Ranzania japonica,species
Podophylloideae,subfamily
Achlydeae,tribe
Achlys,genus
Achlys triphylla,species
Achlys japonica,species
Bongardieae,tribe
Bongardia,genus
Bongardia chrysogonum,species
Epimedieae,tribe
Vancouveria,genus
Vancouveria hexandra,species
Vancouveria planipetala,species
Vancouveria chrysantha,species
Epimedium,genus
Epimedium koreanum,species
Epimedium pubescens,species
Epimedium alpinum,species
Epimedium grandiflorum,species
Epimedium grandiflorum var. thunbergianum,varietas
Epimedium pubigerum,species
Epimedium diphyllum,species
Epimedium brachyrrhizum,species
Epimedium franchetii,species
Epimedium davidii,species
Epimedium rhizomatosum,species
Epimedium epsteinii,species
Epimedium chlorandrum,species
Epimedium leptorrhizum,species
Epimedium simplicifolium,species
Epimedium wushanense,species
Epimedium acuminatum,species
Epimedium dolichostemon,species
Epimedium ogisui,species
Epimedium sempervirens,species
Epimedium sagittatum,species
Epimedium pauciflorum,species
Epimedium brevicornu,species
Epimedium campanulatum,species
Epimedium ecalcaratum,species
Epimedium elatum,species
Epimedium elongatum,species
Epimedium fangii,species
Epimedium fargesii,species
Epimedium flavum,species
Epimedium jianhense,species
Epimedium latisepalum,species
Epimedium membranaceum,species
Epimedium mikinorii,species
Epimedium myrianthum,species
Epimedium perralderianum,species
Epimedium pinnatum,species
Epimedium pinnatum subsp. colchicum,subspecies
Epimedium platypetalum,species
Epimedium stellulatum,species
Epimedium trifoliolatobinatum,species
Epimedium trifoliatobinatum subsp. maritimum,subspecies
Epimedium hunanense,species
Epimedium sutchuenense,species
Epimedium baojingense,species
Epimedium coactum,species
Epimedium enshiense,species
Epimedium dewuense,species
Epimedium borealiguizhouense,species
Epimedium ilicifolium,species
Epimedium lishihchenii,species
Epimedium pseudowushanense,species
Epimedium reticulatum,species
Epimedium shuichengense,species
Epimedium truncatum,species
Epimedium zhushanense,species
Epimedium multiflorum,species
Epimedium franchetii x Epimedium sutchuenense,species
Epimedium qingchengshanense,species
Epimedium glandulosopilosum,species
Epimedium macrosepalum,species
Epimedium parvifolium,species
Epimedium jinchengshanense,species
Epimedium tianmenshanensis,species
Epimedium xichangense,species
unclassified Epimedium,no rank
Epimedium sp. BG-2008a,species
Epimedium sp. BG-2008b,species
Epimedium sp. Guo 0458,species
Epimedium sp. Guo 0460,species
Epimedium sp. BG-2009,species
Epimedium sp. YZ-2011,species
Epimedium sp. 'leishanense',species
Epimedium sp. BLG-2012,species
Epimedium sp. 'rupestre',species
Epimedium sp. D001,species
Epimedium sp. D002,species
Epimedium sp. D003,species
Epimedium sp. D004,species
Epimedium sp. D046,species
Epimedium sp. D437,species
Epimedium sp. Sedaghatpour 2016-35,species
Epimedium sp. JM-2017,species
Epimedium pudingense,species
Epimedium muhuangense,species
Epimedium stellulatum X Epimedium franchetii,species
Jeffersonieae,tribe
Jeffersonia,genus
Jeffersonia diphylla,species
Plagiorhegma,genus
Plagiorhegma dubium,species
Podophylleae,tribe
Podophyllum,genus
Podophyllum peltatum,species
Podophyllum sikkimense,species
Diphylleia,genus
Diphylleia cymosa,species
Diphylleia grayi,species
Diphylleia sinensis,species
Dysosma,genus
Dysosma pleiantha,species
Dysosma versipellis,species
Dysosma majoensis,species
Dysosma difformis,species
Dysosma aurantiocaulis,species
Dysosma delavayi,species
Dysosma tsayuensis,species
unclassified Dysosma,no rank
Dysosma sp. B1,species
Dysosma sp. YY-2023a,species
Sinopodophyllum,genus
Sinopodophyllum hexandrum,species
Proteales,order
Proteaceae,family
Macadamia,genus
Macadamia ternifolia,species
Macadamia integrifolia,species
Macadamia jansenii,species
Macadamia tetraphylla,species
unclassified Macadamia,no rank
Macadamia sp. PM-2012,species
Protea,genus
Protea repens,species
Protea neriifolia,species
Protea roupelliae,species
Protea roupelliae subsp. roupelliae,subspecies
Protea laurifolia,species
Protea effusa,species
Protea tenax,species
Protea subvestita,species
Protea foliosa,species
Protea scabriuscula,species
Protea enervis,species
Protea aristata,species
Protea rupicola,species
Protea holosericea,species
Protea scorzonerifolia,species
Protea aspera,species
Protea cynaroides,species
Protea susannae,species
Protea venusta,species
Protea scolopendriifolia,species
Protea curvata,species
Protea mundii,species
Protea restionifolia,species
Protea pendula,species
Protea canaliculata,species
Protea lacticolor,species
Protea eximia,species
Protea stokoei,species
Protea pruinosa,species
Protea revoluta,species
Protea punctata,species
Protea witzenbergiana,species
Protea acuminata,species
Protea angustata,species
Protea amplexicaulis,species
Protea burchellii,species
Protea cryophila,species
Protea lepidocarpodendron,species
Protea mucronifolia,species
Protea namaquana,species
Protea nana,species
Protea pityphylla,species
Protea vogtsiae,species
Protea parvula,species
Protea piscina,species
Protea coronata,species
Protea decurrens,species
Protea welwitschii,species
Protea caffra,species
Protea caffra subsp. caffra,subspecies
Protea caffra subsp. kilimandscharica,subspecies
Protea caffra subsp. kilimandscharica QZ-2022,subspecies
Protea dracomontana,species
Protea glabra,species
Protea longifolia,species
Protea obtusifolia,species
Protea pudens,species
