Node,Rank
Lemmermannia,genus
Lemmermannia tetrapedia,species
Lemmermannia triangularis,species
Lemmermannia komarekii,species
Lemmermannia punctata,species
unclassified Lemmermannia,no rank
Lemmermannia sp. MAV1,species
Marinichlorella,genus
unclassified Marinichlorella,no rank
Marinichlorella sp. KAS603,species
Pleurastrosarcina,genus
Pleurastrosarcina brevispinosa,species
Pleurastrosarcina brevispinosa var. longispinosa,varietas
Pleurastrosarcina terriformae,species
Pseudochoricystis,genus
Pseudochoricystis ellipsoidea (nom. nud.),species
Eremochloris,genus
Eremochloris sphaerica,species
Eremochloris kamchatica,species
Xerochlorella,genus
Xerochlorella olmae,species
unclassified Xerochlorella,no rank
Xerochlorella sp. SAG 2582,species
Xerochlorella minuta,species
Lunachloris,genus
Lunachloris lukesovae,species
Autumnella,genus
Autumnella lusatica,species
Elliptochloris clade,clade
Botryococcus,genus
Botryococcus braunii,species
Botryococcus braunii BOT22,strain
Botryococcus braunii BOT88-2,strain
Botryococcus braunii Showa,strain
Botryococcus braunii UMA2,strain
environmental samples,no rank
uncultured Botryococcus,species
Botryococcus terribilis,species
unclassified Botryococcus,no rank
Botryococcus sp. Tow 9/21 P-16w,species
Botryococcus sp. CFTRI,species
Botryococcus sp. MCRC,species
Botryococcus sp. DB-8,species
Botryococcus sp. NTNV08,species
Botryococcus sp. AP101,species
Botryococcus sp. NTAI06,species
Botryococcus sp. G3,species
Botryococcus sp. G20,species
Botryococcus sp. SR-2013,species
Botryococcus sp. AKS-12,species
Botryococcus sp. RP2a,species
Botryococcus sp. TST4,species
Botryococcus sp. PK,species
Botryococcus sp. NJD-1,species
Botryococcus sp. MMA-S12-QAU,species
Botryococcus sp. AB27,species
Botryococcus protuberans,species
Coccomyxa,genus
Coccomyxa solorinae,species
Coccomyxa subellipsoidea,species
Coccomyxa subellipsoidea C-169,isolate
Coccomyxa parasitica,species
Coccomyxa dispar,species
Coccomyxa actinabiotis,species
Coccomyxa onubensis,species
Coccomyxa viridis,species
Coccomyxa cf. pringsheimii TF-2013,species
Coccomyxa confluens,species
Coccomyxa vinatzeri,species
Coccomyxa galuniae,species
Coccomyxa polymorpha,species
Coccomyxa cf. olivacea 078,species
Coccomyxa melkonianii,species
Coccomyxa fottii,species
Coccomyxa silvae-gabretae,species
Coccomyxa elongata,species
Coccomyxa antarctica,species
Coccomyxa greatwallensis,species
Coccomyxa cimbrica,species
unclassified Coccomyxa (in: green algae),no rank
Coccomyxa sp. PA,species
Coccomyxa sp. BC98,species
Coccomyxa sp. C12,species
Coccomyxa sp. C18,species
Coccomyxa sp. C10,species
Coccomyxa sp. C1,species
Coccomyxa sp. C13,species
Coccomyxa sp. C6,species
Coccomyxa sp. C8,species
Coccomyxa sp. C15,species
Coccomyxa sp. C2,species
Coccomyxa sp. C4,species
Coccomyxa sp. C5,species
Coccomyxa sp. C7,species
Coccomyxa sp. C9,species
Coccomyxa sp. C19,species
Coccomyxa sp. C20,species
Coccomyxa sp. C16,species
Coccomyxa sp. C14,species
Coccomyxa sp. gbA3,species
Coccomyxa sp. Flensburg fjord 1,species
Coccomyxa sp. Flensburg fjord 2,species
Coccomyxa sp. Kragero,species
Coccomyxa sp. Falkland Is. 1,species
Coccomyxa sp. Falkland Is. 2,species
Coccomyxa sp. CPCC 508,species
Coccomyxa sp. MW8233f,species
Coccomyxa sp. MW8233i,species
Coccomyxa sp. MW8233l,species
Coccomyxa sp. MW8233m,species
Coccomyxa sp. MW8233n,species
Coccomyxa sp. MW8233p,species
Coccomyxa sp. MW8238a,species
Coccomyxa sp. MW8238b,species
Coccomyxa sp. PL1-1,species
Coccomyxa sp. PL1-2,species
Coccomyxa sp. PL1-3,species
Coccomyxa sp. PL2-1,species
Coccomyxa sp. PL2-3,species
Coccomyxa sp. PL3-1-3a,species
Coccomyxa sp. PL3-1-3b,species
Coccomyxa sp. PL3-2-3a,species
Coccomyxa sp. PL3-2-3b,species
Coccomyxa sp. PL3-3,species
Coccomyxa sp. PL3-3-3a,species
Coccomyxa sp. PL3-3-3b,species
Coccomyxa sp. PL6-1-1,species
Coccomyxa sp. PL6-1-2,species
Coccomyxa sp. PL6-2c-1,species
Coccomyxa sp. PL6-2c2,species
Coccomyxa sp. PL7-2,species
Coccomyxa sp. PL7-3,species
Coccomyxa sp. PL7-4,species
Coccomyxa sp. R10,species
Coccomyxa sp. R2,species
Coccomyxa sp. S10,species
Coccomyxa sp. S2,species
Coccomyxa sp. KR 1988/12,species
Coccomyxa sp. Brodo 31515,species
Coccomyxa sp. KN-2011-C1,species
Coccomyxa sp. KN-2011-C10,species
Coccomyxa sp. KN-2011-C11,species
Coccomyxa sp. KN-2011-C13,species
Coccomyxa sp. KN-2011-C14,species
Coccomyxa sp. KN-2011-C15,species
Coccomyxa sp. KN-2011-C2,species
Coccomyxa sp. KN-2011-C3,species
Coccomyxa sp. KN-2011-C4,species
Coccomyxa sp. KN-2011-C5,species
Coccomyxa sp. KN-2011-C6,species
Coccomyxa sp. KN-2011-C7,species
Coccomyxa sp. KN-2011-C8,species
Coccomyxa sp. KN-2011-C9,species
Coccomyxa sp. KN-2011-E1,species
Coccomyxa sp. KN-2011-E2,species
Coccomyxa sp. KN-2011-E3,species
Coccomyxa sp. KN-2011-E4,species
Coccomyxa sp. KN-2011-E5,species
Coccomyxa sp. KN-2011-S1,species
Coccomyxa sp. KN-2011-S2,species
Coccomyxa sp. KN-2011-T1,species
Coccomyxa sp. KN-2011-T2,species
Coccomyxa sp. KN-2011-T3,species
Coccomyxa sp. KN-2011-T4,species
Coccomyxa sp. KN-2011-T5,species
Coccomyxa sp. KN-2011-U1,species
Coccomyxa sp. KN-2011-U2,species
Coccomyxa sp. KN-2011-U3,species
Coccomyxa sp. KN-2011-U4,species
Coccomyxa sp. KN-2011-U5,species
Coccomyxa sp. GTD2A1,species
Coccomyxa sp. Vityaz Bay 2011-4,species
Coccomyxa sp. XDL-2012,species
Coccomyxa sp. AC1,species
Coccomyxa sp. AH4,species
Coccomyxa sp. IKE8,species
Coccomyxa sp. cort06,species
Coccomyxa sp. cort14,species
Coccomyxa sp. cort16,species
Coccomyxa sp. cort18,species
Coccomyxa sp. cort29,species
Coccomyxa sp. GA5a,species
Coccomyxa sp. CospNM2013,species
Coccomyxa sp. 'Peltigera aphthosa chlorobiont',species
Coccomyxa sp. GRAZ,species
Coccomyxa sp. IB-GF-12,species
Coccomyxa sp. IB-GF-3,species
Coccomyxa sp. IB-T-91,species
Coccomyxa sp. SAG 2465,species
Coccomyxa sp. LA000219,species
Coccomyxa sp. RCC891,species
Coccomyxa sp. LH08AW1017,species
Coccomyxa sp. DN1,species
Coccomyxa sp. Carn,species
Coccomyxa sp. SUA001,species
Coccomyxa sp. CCMA-UFSCar 466,species
Coccomyxa sp. 140319_D_Coccomyxa,species
Coccomyxa sp. RCC903,species
Coccomyxa sp. 078,species
Coccomyxa sp. 079,species
Coccomyxa sp. 085,species
Coccomyxa sp. 088,species
Coccomyxa sp. 089,species
Coccomyxa sp. 090,species
Coccomyxa sp. 091,species
Coccomyxa sp. 092,species
Coccomyxa sp. 093,species
Coccomyxa sp. 094,species
Coccomyxa sp. 208,species
Coccomyxa sp. Dymytrova s.n. (AV12),species
Coccomyxa sp. LXD,species
Coccomyxa sp. UAH-Lu,species
Coccomyxa sp. 15-10-25,species
Coccomyxa sp. GM15A-305,species
Coccomyxa sp. OTU 15,species
Coccomyxa sp. CLu-UAH,species
Coccomyxa sp. Lendemer 46191,species
Coccomyxa sp. CCAP 216/16,species
Coccomyxa sp. CCAP 216/27,species
Coccomyxa sp. YN,species
Coccomyxa sp. Obi,species
Coccomyxa sp. S3R-01,species
Coccomyxa sp. KJ,species
Coccomyxa sp. NEM-1,species
Coccomyxa sp. myx,species
Coccomyxa sp. 14985,species
Coccomyxa sp. 14991,species
Coccomyxa sp. 14992,species
Coccomyxa sp. IITRSTKM4,species
Coccomyxa sp. KGU-H002,species
Coccomyxa sp. HP-65P,species
Coccomyxa sp. NEM-1P,species
Coccomyxa sp. NEM-5P,species
Coccomyxa sp. ZZ-BF3-Alga,species
Coccomyxa sp. (in: green algae),species
Coccomyxa sp. T3,species
Coccomyxa sp. IB256,species
Coccomyxa sp. BEA0544,species
Coccomyxa sp. GF08,species
Elliptochloris,genus
Elliptochloris subsphaerica,species
Elliptochloris bilobata,species
Elliptochloris bilobata var. corticola,varietas
Elliptochloris perforata,species
Elliptochloris marina,species
Elliptochloris reniformis,species
Elliptochloris philistinensis,species
Elliptochloris antarctica,species
unclassified Elliptochloris,no rank
Elliptochloris sp. SAG 2117,species
Elliptochloris sp. Amtoft s.n.,species
Elliptochloris sp. W0975,species
Elliptochloris sp. KACC 23,species
Elliptochloris sp. 10077,species
Elliptochloris sp. 10079,species
Elliptochloris sp. 10084,species
Elliptochloris sp. 13534,species
Elliptochloris sp. 13537,species
Elliptochloris sp. 13785,species
Elliptochloris sp. 13790,species
Elliptochloris sp. 13792,species
Elliptochloris sp. 13828,species
Elliptochloris sp. 13829,species
Elliptochloris sp. 13831,species
Elliptochloris sp. 13833,species
Elliptochloris sp. 13834,species
Elliptochloris sp. 13852,species
Elliptochloris sp. 13859,species
Elliptochloris sp. 13860,species
Elliptochloris sp. 13861,species
Elliptochloris sp. 14455,species
Elliptochloris sp. 14457,species
Elliptochloris sp. 14461,species
Elliptochloris sp. 14462,species
Elliptochloris sp. 14463,species
Elliptochloris sp. 15062,species
Elliptochloris sp. 15063,species
Elliptochloris sp. 15066,species
Elliptochloris sp. 15067,species
Elliptochloris sp. 15070,species
Elliptochloris sp. 15072,species
Elliptochloris sp. 15074,species
Elliptochloris sp. 15075,species
Elliptochloris sp. 15076,species
Elliptochloris sp. 15077,species
Elliptochloris sp. 15078,species
Elliptochloris sp. 15079,species
Elliptochloris sp. JL3-E,species
Elliptochloris sp. 13830,species
Elliptochloris sp. HM-2020,species
Elliptochloris sp. 924-P,species
Choricystis clade,clade
Choricystis,genus
Choricystis parasitica,species
unclassified Choricystis,no rank
Choricystis sp. 9701,species
Choricystis sp. Hepperle Pi97/114,species
Choricystis sp. Hepperle Pi97/32,species
Choricystis sp. Hepperle Pi97/6,species
Choricystis sp. Krienitz Kr1988/11,species
Choricystis sp. Hepperle Pi97/4,species
Choricystis sp. Hepperle Pi97/258,species
Choricystis sp. Hepperle Pi97/202,species
Choricystis sp. Krienitz Kr1980/31,species
Choricystis sp. 1A1,species
Choricystis sp. 3D4,species
Choricystis sp. 4A3,species
Choricystis sp. AS 5-1,species
Choricystis sp. AS-29,species
Choricystis sp. Itas 9/21 14-5w,species
Choricystis sp. MDL5-9,species
Choricystis sp. MDL1/12-8,species
Choricystis sp. Itas 9/21 14-10w,species
Choricystis sp. Itas 9/21 S-1w,species
Choricystis sp. Itas 2/24 S-2w,species
Choricystis sp. Itas 3/24 M-1w,species
Choricystis sp. Itas 6/3 D-2d,species
Choricystis sp. Itas 6/3 D-6w,species
Choricystis sp. Itas 6/3 S-8w,species
Choricystis sp. Itas 8/18 M-5w,species
Choricystis sp. Itas 9/21 25-9w,species
Choricystis sp. Itas 9/21 S-9w,species
Choricystis sp. WH-2,species
Choricystis sp. NDem2/24P-1w,species
Choricystis sp. NDem2/24P-3w,species
Choricystis sp. NDem6/3P-1d,species
Choricystis sp. NDem9/21P-16w,species
Choricystis sp. Pic6/3P-3w,species
Choricystis sp. Pic8/18P-11w,species
Choricystis sp. Pic8/18P-19w,species
Choricystis sp. Pic9/21P-4w,species
Choricystis sp. Tow6/3P-15w,species
Choricystis sp. Tow6/3P-18w,species
Choricystis sp. Tow6/3P-3d,species
Choricystis sp. Tow8/18P-11w,species
Choricystis sp. Tow8/18P-14d,species
Choricystis sp. Tow8/18P-5d,species
Choricystis sp. Tow9/21P-17w,species
Choricystis sp. 'Minnesota',species
Choricystis sp. WTwin8/18P11w,species
Choricystis sp. WTwin9/21P-1w,species
Choricystis sp. WTwin9/21P-2w,species
Choricystis sp. WTwin9/21P-3w,species
Choricystis sp. WTwin9/21P-4w,species
Choricystis sp. WTwin9/21P-7w,species
Choricystis sp. Mary6/3D-11w,species
Choricystis sp. NDem 8/18 P-5d,species
Choricystis sp. NIES-2333,species
Choricystis sp. NIES-2335,species
Choricystis sp. NIES-2337,species
Choricystis sp. NIES-2338,species
Choricystis sp. NIES-2342,species
Choricystis sp. ACT 1001,species
Choricystis sp. ACT 1002,species
Choricystis sp. ACT 1003,species
Choricystis sp. ACT 1004,species
Choricystis sp. ACT 1005,species
Choricystis sp. ACT 1007,species
Choricystis sp. ACT 1008,species
Choricystis sp. ACT 1009,species
Choricystis sp. ACT 1010,species
Choricystis sp. ACT 1011,species
Choricystis sp. ACT 1012,species
Choricystis sp. ACT 1013,species
Choricystis sp. ACT 1018,species
Choricystis sp. ACT 1019,species
Choricystis sp. ACT 1021,species
Choricystis sp. ACT 1022,species
Choricystis sp. GSE4G,species
Choricystis sp. F106U1B1,species
Choricystis sp. F107U1A2,species
Choricystis sp. F107U1B1,species
Choricystis sp. NPA14,species
Choricystis sp. P2-15,species
Choricystis sp. AG2AGL1,species
Choricystis sp. 1 NK-2018,species
Choricystis sp. 2 NK-2018,species
Choricystis sp. ACT 0605,species
Choricystis sp. ACT 0607,species
Choricystis sp. NIES-4292,species
Choricystis sp. 3B,species
Choricystis sp.,species
Choricystis sp. odSpoLacu1,species
Choricystis krienitzii,species
Choricystis limnetica,species
Lewiniosphaera,genus
Lewiniosphaera symbiontica,species
Chroococcidiorella,genus
Chroococcidiorella tianjinensis,species
Thorsmoerkia,genus
Thorsmoerkia curvula,species
Prasiolales,order
Prasiolaceae,family
Prasiola,genus
Prasiola fluviatilis,species
Prasiola meridionalis,species
Prasiola mexicana,species
Prasiola furfuracea,species
Prasiola linearis,species
Prasiola crispa,species
Prasiola crispa subsp. antarctica,subspecies
Prasiola japonica,species
Prasiola stipitata,species
Prasiola calophylla,species
Prasiola borealis,species
Prasiola cf. furfuracea GALW015416,species
Prasiola delicata,species
Prasiola novaezelandiae,species
Prasiola antarctica,species
Prasiola yunnanica,species
Prasiola cf. delicata GALW015795,species
Prasiola cf. meridionalis JASM201,species
Prasiola cf. meridionalis JASM202,species
Prasiola cf. calophylla JASM204,species
Prasiola cf. meridionalis JASM218,species
Prasiola cf. delicata IGB-2016,species
Prasiola cf. antarctica IGB-2018,species
unclassified Prasiola,no rank
Prasiola sp. NZ,species
Prasiola sp. MK1,species
Prasiola sp. GALW014367,species
Prasiola sp. GALW015488,species
Prasiola sp. MAF-Lich 16290,species
Prasiola sp. MAF-Lich 16295,species
Prasiola sp. 1GWS,species
Prasiola sp. WELT A024286,species
Prasiola sp. SPO1617,species
Prasiola sp. SPO1618,species
Prasiola sp. GALW015714,species
Prasiola sp. GALW015715,species
Prasiola sp. IGB-2016,species
Prasiola sp. I104b,species
Prasiola sp. CCCryo 420-13,species
Prasiola sp. PTM-1537,species
Prasiola sp. PTM-1538,species
Prasiola sp. SCL17329,species
Prasiola sp. SCL17330,species
Rosenvingiella,genus
Rosenvingiella radicans,species
Rosenvingiella polyrhiza,species
Rosenvingiella australis,species
Rosenvingiella tasmanica,species
unclassified Rosenvingiella,no rank
Rosenvingiella sp. GALW014367,species
Rosenvingiella sp. KTA0004_Kam,species
Rosenvingiella sp. GWS039307,species
Prasiolopsis,genus
Prasiolopsis ramosa,species
unclassified Prasiolopsis,no rank
Prasiolopsis sp. SAG 84.81,species
Prasiolopsis sp. SAG 84-81,species
Prasiococcus,genus
Prasiococcus calcarius,species
environmental samples,no rank
uncultured Koliella,species
uncultured Pabia,species
uncultured Prasiococcus,species
uncultured Prasiola,species
Prasionema,genus
Prasionema payeri,species
Prasionema heeschiae,species
Prasionella,genus
Prasionella wendyae,species
Rosenvingiellopsis,genus
Rosenvingiellopsis constricta,species
Edaphochlorella,genus
Edaphochlorella mirabilis,species
unclassified Prasiolaceae,no rank
Prasiolaceae sp. ASIB-BS-658,species
Hormidiopsis,genus
Hormidiopsis crenulata,species
Prasiolales incertae sedis,no rank
Pabia,genus
unclassified Prasiolales,no rank
Prasiolales sp. EXPOSESPACE_OU27,species
Prasiolales sp. Tisnes 1,species
Prasiolales sp. Luecking 35836,species
Prasiolales sp. S1MWC-09,species
Prasiolales sp. S2MWC-09,species
Prasiolales sp. S2MWC-12,species
Prasiolales sp. S2RM-26,species
Prasiolales sp. LSY1024,species
Prasiolales sp. LSY1025,species
Prasiolales sp. LSY1026,species
Prasiolales sp. LSY1027,species
Prasiolales sp. LSY1028,species
Prasiolales sp. LSY1029,species
Prasiolales sp. LSY1030,species
Prasiolales sp. LSY1031,species
Prasiolales sp. LSY1032,species
Prasiolales sp. LSY1033,species
Prasiolales sp. LSY1034,species
Prasiolales sp. LSY1035,species
Prasiolales sp. LSY1036,species
Prasiolales sp. LSY1037,species
Prasiolales sp. LSY1038,species
Prasiolales sp. LSY1039,species
Prasiolales sp. LSY1040,species
Koliellaceae,family
Raphidonema,genus
Raphidonema planctonicum,species
Raphidonema sempervirens,species
Raphidonema pyrenoidifera,species
Raphidonema nivale,species
Raphidonema brevirostre,species
unclassified Raphidonema,no rank
Raphidonema sp. don,species
Raphidonema sp. nem,species
Raphidonema sp. KZ-022,species
Raphidonema sp. KZ-023,species
Raphidonema sp. KZ-024,species
Raphidonema catena,species
Raphidonema monicae,species
Koliella,genus
Koliella longiseta,species
Koliella antarctica,species
Koliella spiculiformis,species
Koliella corcontica,species
unclassified Koliella,no rank
Koliella sp. MDL5-3,species
Koliella sp. GF19,species
Stichococcaceae,family
Stichococcus,genus
Stichococcus bacillaris,species
Stichococcus mirabilis,species
Stichococcus chlorelloides,species
Stichococcus chloranthus,species
Stichococcus minutus,species
Stichococcus fragilis,species
unclassified Stichococcus,no rank
Stichococcus sp.,species
Stichococcus sp. NB2VFF10,species
Stichococcus sp. BCP-SRS2-14,species
Stichococcus sp. MBIC10457,species
Stichococcus sp. MBIC10465,species
Stichococcus sp. FACHB753,species
Stichococcus sp. CU358a,species
Stichococcus sp. Oates,species
Stichococcus sp. Ruapehu,species
Stichococcus sp. Heim,species
Stichococcus sp. 594-GA18,species
Stichococcus sp. CU336,species
Stichococcus sp. Z07020,species
Stichococcus sp. A07020,species
Stichococcus sp. BCP-ZNP2-VF4,species
Stichococcus sp. LINCER3,species
Stichococcus sp. LINCER4,species
Stichococcus sp. LINCER5,species
Stichococcus sp. KMMCC 313,species
Stichococcus sp. KMMCC 246,species
Stichococcus sp. KMMCC 255,species
Stichococcus sp. KMMCC 293,species
Stichococcus sp. KMMCC 364,species
Stichococcus sp. KMMCC 365,species
Stichococcus sp. KMMCC 873,species
Stichococcus sp. KMMCC 881,species
Stichococcus sp. LCR-NZSR,species
Stichococcus sp. WJT24VFNP30,species
Stichococcus sp. WJT66VFNP61,species
cf. Stichococcus sp. FontaineG1,species
Stichococcus sp. D4-2A,species
Stichococcus sp. DB6-27,species
Stichococcus sp. WB47,species
Stichococcus sp. WB65,species
Stichococcus sp. WB68,species
Stichococcus sp. WB8,species
Stichococcus sp. cort02,species
Stichococcus sp. cort05,species
Stichococcus sp. cort07,species
Stichococcus sp. IOAC542S,species
Stichococcus sp. IOAC549S,species
Stichococcus sp. IOAC557S,species
Stichococcus sp. IOAC581S,species
Stichococcus sp. IOAC621S,species
Stichococcus sp. IOAC700S,species
Stichococcus sp. IOAC783S,species
Stichococcus sp. IOAC794S,species
Stichococcus sp. IOAC803S,species
Stichococcus sp. IOAC804S,species
Stichococcus sp. IOAC805S,species
Stichococcus sp. IOAC812S,species
Stichococcus sp. IOAC852S,species
Stichococcus sp. IOAC857S,species
Stichococcus sp. IOAC873S,species
Stichococcus sp. IOAC878s,species
Stichococcus sp. RCC1054,species
Stichococcus sp. Stsp437aC,species
Stichococcus sp. 'Staurothele fissa chlorobiont',species
Stichococcus sp. SAG 2464,species
Stichococcus sp. SAG 52.87,species
Stichococcus sp. KP09AW1004,species
Stichococcus sp. LH08AW8025,species
Stichococcus sp. LH08AW8104,species
Stichococcus sp. EN2JG,species
Stichococcus sp. UV2BC,species
Stichococcus sp. RCC1055,species
Stichococcus sp. DZ_K4g,species
Stichococcus sp. KP09HW3004,species
Stichococcus sp. KS090BU1T,species
Stichococcus sp. KS106CL6T,species
Stichococcus sp. KS108CL6T,species
Stichococcus sp. KS305SM6L,species
Stichococcus sp. LH08AW8002,species
Stichococcus sp. LH08SG1073,species
Stichococcus sp. LH08SG5057,species
Stichococcus sp. LH08SG5079,species
Stichococcus sp. LH08SG5090,species
Stichococcus sp. LH08SW1099,species
Stichococcus sp. LH10HG2063,species
Stichococcus sp. LH10HG7072,species
Stichococcus sp. LH10HG7073,species
Stichococcus sp. SAG 2408 WB8,species
Stichococcus sp. WB2,species
Stichococcus sp. WB66,species
Stichococcus sp. KS075SM6T,species
Stichococcus sp. ACSSI 084,species
Stichococcus sp. ACSSI 029,species
Stichococcus sp. S2F4-03,species
Stichococcus sp. S2RA-21,species
Stichococcus sp. DHK-2018,species
Stichococcus sp. ACSSI 273,species
Stichococcus sp. M-011,species
Stichococcus sp. M11,species
Stichococcus sp. MOW7,species
Stichococcus sp. PA-3-5,species
Stichococcus sp. LI0704,species
Stichococcus sp. LIBN04,species
Stichococcus sp. ARK-S05-19,species
Stichococcus antarcticus,species
Stichococcus undulatus,species
Stichococcus sequoieti,species
Desmococcus,genus
Desmococcus endolithicus,species
Desmococcus olivaceus,species
Desmococcus antarctica,species
Desmococcus spinocystis,species
unclassified Desmococcus,no rank
cf. Desmococcus sp. EIF 434/A801-133,species
cf. Desmococcus sp. EIF 446/A812-63a,species
cf. Desmococcus sp. EIF 447/A834-545,species
Diplosphaera,genus
Diplosphaera chodatii,species
Diplosphaera mucosa,species
unclassified Diplosphaera (in: green algae),no rank
Diplosphaera sp. SAG 49.86,species
Diplosphaera sp. AA53935,species
Diplosphaera sp. CG115,species
Diplosphaera sp. CG27,species
Diplosphaera sp. CG378,species
Diplosphaera sp. CG387,species
Diplosphaera sp. CG458,species
Diplosphaera sp. CG470,species
Diplosphaera sp. CG475,species
Diplosphaera sp. CG567,species
Diplosphaera sp. CG574,species
Diplosphaera sp. CG578,species
Diplosphaera sp. CG585,species
Diplosphaera sp. CG585a,species
Diplosphaera sp. CG586,species
Diplosphaera sp. CG601,species
Diplosphaera sp. CG608,species
Diplosphaera sp. CG616,species
Diplosphaera sp. CG671,species
Diplosphaera sp. CG679,species
Diplosphaera sp. CG831,species
Diplosphaera sp. CGsn,species
Diplosphaera sp. J4028B,species
Diplosphaera sp. L469,species
Diplosphaera sp. L514,species
Diplosphaera sp. L515,species
Diplosphaera sp. L530,species
Diplosphaera sp. L531,species
Diplosphaera sp. L532,species
Diplosphaera sp. L540,species
Diplosphaera sp. L594,species
Diplosphaera sp. L596,species
Diplosphaera sp. L616,species
Diplosphaera sp. L618,species
Diplosphaera sp. L619,species
Diplosphaera sp. L620,species
Diplosphaera sp. L623,species
Diplosphaera sp. L624,species
Diplosphaera sp. LIsn,species
Diplosphaera sp. MPN178,species
Diplosphaera sp. SH2017,species
Diplosphaera sp. W1103,species
Diplosphaera sp. W1112,species
Diplosphaera sp. W1118,species
Diplosphaera sp. W1196,species
Diplosphaera sp. W1268,species
Diplosphaera sp. cort12,species
Diplosphaera sp. cort13,species
Diplosphaera sp. 'Dermatocarpon luridum chlorobiont',species
Diplosphaera sp. EN5JG,species
Diplosphaera sp. KS120SM6L,species
Diplosphaera sp. KS135SM6L,species
Diplosphaera sp. LH08AG9089,species
Diplosphaera sp. LH08HW8075,species
Diplosphaera sp. SAG 2049,species
Diplosphaera sp. MM1,species
Diplosphaera sp. YN,species
Diplosphaera sp. Ru-6-16,species
Diplosphaera sp. MCI 28,species
Diplosphaera sp. MPN177,species
Diplosphaera sp. MPN505,species
Diplosphaera sp. CBR01,species
Diplosphaera sp. Prim-8-8,species
Diplosphaera sp. 1 SC-2021,species
Diplosphaera sp. (in: green algae),species
Diplosphaera sp. MGA5,species
Diplosphaera sp. V46,species
Diplosphaera sp. SNC1-A4,species
Deuterostichococcus,genus
Deuterostichococcus cf. deasonii WB38,species
Deuterostichococcus allas,species
Deuterostichococcus epilithicus,species
Deuterostichococcus lewinii,species
unclassified Deuterostichococcus,no rank
Deuterostichococcus sp. SC-2020,species
Deuterostichococcus sp. ACSSI 273,species
Deuterostichococcus sp. ACSSI 84,species
Deuterostichococcus sp. IT-203,species
Deuterostichococcus sp. 1 SC-2021,species
Deuterostichococcus sp. ASYA7,species
Deuterostichococcus tetrallantoideus,species
Deuterostichococcus marinus,species
Tritostichococcus,genus
Tritostichococcus coniocybes,species
Tritostichococcus corticulus,species
Tritostichococcus solitus,species
unclassified Tritostichococcus,no rank
Tritostichococcus sp. ACOI-1477,species
Tritostichococcus sp. WCY_AQ5_1,species
Tetratostichococcus,genus
Tetratostichococcus jenerensis,species
unclassified Tetratostichococcus,no rank
Tetratostichococcus sp. P1,species
Protostichococcus,genus
Protostichococcus edaphicus,species
unclassified Trebouxiophyceae,no rank
Trebouxiophyceae sp. MDL7-5,species
Trebouxiophyceae sp. NDem 9/21 T-13d,species
chlorobiont of Nephroma arcticum sp. 55 Rikkinen et al. 004001,species
chlorobiont of Nephroma expallidum,species
chlorobiont of Peltigera britannica sp. 56 Rikkinen A16,species
chlorobiont of Nephroma arcticum Wehr 59,species
chlorobiont of Nephroma arcticum Rikkinen 004009,species
chlorobiont of Peltigera britannica Rikkinen 98A16,species
Trebouxiophyceae sp. MBIC10629,species
Trebouxiophyceae sp. DJS-2004,species
Trebouxiophyceae sp. Ellin7089,species
Trebouxiophyceae sp. UR47/4,species
Trebouxiophyceae sp. UR55/3,species
Trebouxiophyceae sp. UR7/5,species
Trebouxiophyceae sp. KMMCC FC-10,species
Trebouxiophyceae sp. EO7-4,species
Trebouxiophyceae sp. SC2-2,species
Trebouxiophyceae sp. VPL1-3,species
Trebouxiophyceae sp. VPL5-6,species
Trebouxiophyceae sp. A43,species
Trebouxiophyceae sp. A42,species
Trebouxiophyceae sp. A44,species
Trebouxiophyceae sp. LU13,species
Trebouxiophyceae sp. LU19,species
Trebouxiophyceae sp. LU17,species
Trebouxiophyceae sp. LCR-CG2,species
Trebouxiophyceae sp. 'Constance',species
Trebouxiophyceae sp. MX-AZ01,species
Trebouxiophyceae sp. WJT24VFNP38,species
Trebouxiophyceae sp. WJT2VFNP25,species
Trebouxiophyceae sp. WJT32VFNP13B,species
Trebouxiophyceae sp. WJT71VFNP21,species
Trebouxiophyceae sp. WJT71VFNP22,species
chlorobiont of Xanthoria parietina 'Bilecik',species
Trebouxiophyceae sp. cort08,species
Trebouxiophyceae sp. cort17,species
Trebouxiophyceae sp. cort21,species
Trebouxiophyceae sp. cort22,species
Trebouxiophyceae sp. OL,species
Trebouxiophyceae sp. BCP-BC4VF29,species
Trebouxiophyceae sp. BCP-BC4VF9,species
Trebouxiophyceae sp. BCP-EM2VF32,species
Trebouxiophyceae sp. BCP-EM3VF21,species
Trebouxiophyceae sp. BCP-LG3VF19,species
Trebouxiophyceae sp. BCP-MX219VF19,species
Trebouxiophyceae sp. BCP-MX219VF22,species
Trebouxiophyceae sp. BCP-MX219VF25,species
Trebouxiophyceae sp. BCP-MX223VF4,species
Trebouxiophyceae sp. BCP-MX227VF18,species
Trebouxiophyceae sp. BCP-SEV3VF38,species
Trebouxiophyceae sp. BCP-SEV5VF12,species
Trebouxiophyceae sp. BCP-SEV5VF13,species
Trebouxiophyceae sp. BCP-SRS2VF5,species
Trebouxiophyceae sp. KU-D-3m-5-10,species
Trebouxiophyceae sp. CCAP 211/53,species
Trebouxiophyceae sp. SAG 34.83,species
Trebouxiophyceae sp. UMPCCC 1235,species
Trebouxiophyceae sp. AT08-11,species
